id,title,dateCreated,dimensions,technique,colorPalette,emotionalRegister,seriesName,phaseCode,phaseName,phaseYear,imageUrl,thumbnailUrl,isFeatured,sortOrder,journalExcerpt,neonReading
150019,Shenzhen Hotel Installation 2,2019-07,200 x 150cm,Ink on mounted paper (large-scale),"Black, White",cross-border presence,Institutional Commissions,PH1A,Institutional Geometry,2018-2019,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph1a/Shenzen_hotel3_2019.jpg,,0,19,"Different view of the Shenzhen installation. The hotel's modern interior provides a clean backdrop for the geometry, allowing the forms to read clearly against neutral walls.",Installation documentation showing the work in its mainland Chinese context. The geometry maintains its visual language while adapting to a new architectural and cultural environment.
30032,Vibrational Alignment,2019-2020,56×76cm vertical,Ink and metallic paint on Saunders Waterford 300gsm hot press cotton rag paper,"Black, Gold, Resonant geometry",calm meditative grounded,Alignment,PH2,Alignment – Circular Paradigm,2019-2020,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/alignment/vibrational_alignment_peteryuill(1).jpg,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/alignment/vibrational_alignment_peteryuill(1).jpg,0,13,"Torus forms arranged in resonant configuration. The title suggests frequency, harmony, attunement—the work as tuning fork for consciousness.","Alignment as vibrational state. The geometry creates visual resonance—forms that seem to hum at a frequency beyond hearing. Gold amplifies the vibration. This is the exhibition's namesake made manifest: alignment not as position, but as frequency."
30033,A Walking Bundle of Frequencies,2019-2020,56×76cm vertical,Ink and metallic paint on Saunders Waterford 300gsm hot press cotton rag paper,"Black, Gold, Dynamic flow",calm meditative grounded,Alignment,PH2,Alignment – Circular Paradigm,2019-2020,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/alignment/a_walking_bundle_of_frequencies_peteryuill(1).jpg,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/alignment/a_walking_bundle_of_frequencies_peteryuill(1).jpg,0,14,"Torus forms in dynamic arrangement suggesting movement, embodiment, the human as vibrational entity. We are not solid—we are frequencies walking.","The human as frequency bundle. The title captures the work's thesis: we are not fixed, not solid, not singular. We are walking bundles of frequencies—vibrations temporarily cohered into form. Gold marks the coherence; the voids mark the spaces between notes."
30031,Golden Dawn,2019-2020,56×76cm vertical,Ink and metallic paint on Saunders Waterford 300gsm hot press cotton rag paper,"Black, Gold, Radial emergence",calm meditative grounded,Alignment,PH2,Alignment – Circular Paradigm,2019-2020,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/alignment/golden_dawn_peteryuill(1).jpg,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/alignment/golden_dawn_peteryuill(1).jpg,0,12,"Radial torus forms emerging from central void. The title references both the natural phenomenon and the Hermetic Order—light breaking through darkness, initiation into mystery.","Dawn as threshold moment. Gold marks the emergence of light from void. The work captures the liminal instant when darkness gives way—not sudden, but gradual, radial, inevitable. This is initiation as natural process."
30030,Polaris,2019-2020,56×76cm vertical,Ink and metallic paint on Saunders Waterford 300gsm hot press cotton rag paper,"Black, Gold, Vertical lemniscate",calm meditative grounded,Alignment,PH2,Alignment – Circular Paradigm,2019-2020,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/alignment/polaris_peteryuill(1).jpg,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/alignment/polaris_peteryuill(1).jpg,0,11,"A vertical figure-eight (infinity symbol) with gold accent shapes threading through the loops. Named for the North Star—fixed point, orientation, navigation through chaos. Two voids suggest vertical axis: as above, so below.","Polaris as orienting axis. The lemniscate (infinity loop) holds two voids in vertical alignment—heaven and earth, spirit and body, cosmic and terrestrial. Gold threads through both, suggesting continuity across registers. The North Star does not move—it is the fixed point around which everything else rotates. This is alignment as anchor."
30029,"As Above, So Below I",2019-2020,56×76cm vertical,Ink and metallic paint on Saunders Waterford 300gsm hot press cotton rag paper,"Black, Gold, Quatrefoil symmetry",calm meditative grounded,Alignment,PH2,Alignment – Circular Paradigm,2019-2020,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/alignment/as_above_so_below_1_peteryuill(1).jpg,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/alignment/as_above_so_below_1_peteryuill(1).jpg,0,10,A quatrefoil knot with gold arcs. The title invokes the Hermetic axiom—macrocosm and microcosm mirror each other. Four-fold symmetry suggests cosmic correspondence: the same laws govern atoms and galaxies.,Hermetic principle in geometric form. Gold arcs mark the four directions—cosmic order visible at all scales. The work insists that sacred geometry is not symbolic—it is literal correspondence between scales of reality.
30028,Freyr,2019-2020,76cm x 56cm,Ink and metallic paint on Saunders Waterford 300gsm hot press cotton rag paper,"Black, Gold, Four-directional cross",calm meditative grounded,Alignment,PH2,Alignment – Circular Paradigm,2019-2020,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/alignment/freyr_peteryuill(1).jpg,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/alignment/freyr_peteryuill(1).jpg,0,9,"Named for the Norse god of sunshine, prosperity, and fair weather. A vertical cross configuration with gold accent arcs—solar, elevated, radiating benevolent masculine energy in four directions.","Freyr as celestial masculine axis. Gold marks his solar radiance. Paired with Freyja, the two works form a binary—earth/sky, copper/gold, embodied/elevated. Together, they complete the cosmology."
30027,Freyja,2019-2020,76cm x 56cm,Ink and metallic paint on Saunders Waterford 300gsm hot press cotton rag paper,"Black, Copper, Four-directional cross",calm meditative grounded,Alignment,PH2,Alignment – Circular Paradigm,2019-2020,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/alignment/freyja_peteryuill(1).jpg,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/alignment/freyja_peteryuill(1).jpg,0,8,"Named for the Norse goddess of love, fertility, and war. A vertical cross configuration with copper accent arcs—grounded, embodied, fierce feminine power radiating in four directions.","Freyja as grounded feminine axis. Copper marks her terrestrial sovereignty. The cross extends in four directions—not containment, but expansion from a rooted center. Power as embodied presence, not elevation."
30026,Inside the Vortex,2019-2020,76×76cm square,Ink and metallic paint on Saunders Waterford 300gsm hot press cotton rag paper,"Black, Gold, Dense radial mandala",calm meditative grounded,Alignment,PH2,Alignment – Circular Paradigm,2019-2020,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/alignment/inside_the_vortex_peteryuill(1).jpg,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/alignment/inside_the_vortex_peteryuill(1).jpg,0,7,"The most intricate work in the series. A dense radial mandala with torus forms spiraling inward toward a gold central disk and black void. The viewer is pulled into the center—not escape, but immersion.","Vortex as inward engine. The work invites total absorption. Gold disk at center glows through accumulation of surrounding geometry. This is meditation made visible—the slow, inward spiral that replaces thought with presence."
30025,Aurorae Aureae,2019-2020,56×76cm vertical,Ink and metallic paint on Saunders Waterford 300gsm hot press cotton rag paper,"Black, Copper, Radial spiral",calm meditative grounded,Alignment,PH2,Alignment – Circular Paradigm,2019-2020,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/alignment/aurorae_aureae_peteryuill(1).jpg,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/alignment/aurorae_aureae_peteryuill(1).jpg,0,6,"Radial torus forms spiraling outward from a copper central disk. Golden auroras—light emerging from grounded center. The composition breathes outward, aurora-like, from a bodily core.","Golden lights from earthly origin. Copper disk anchors the spiral—the work insists that transcendence begins in the body, not above it. Aurorae as visible energy—the sacred made luminous through material presence."
30024,Dreamcatcher,2019-2020,76cm x 56cm,Ink and metallic paint on Saunders Waterford 300gsm hot press cotton rag paper,"Black, Gold, Quatrefoil web",calm meditative grounded,Alignment,PH2,Alignment – Circular Paradigm,2019-2020,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/alignment/dreamcatcher_peteryuill(1).jpg,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/alignment/dreamcatcher_peteryuill(1).jpg,0,5,A quatrefoil knot with gold arcs forming a woven web. The central void becomes a portal or trap. Dreamcatcher bridges Indigenous North American symbolism with Norse and Hermetic geometry—catching what passes between worlds.,"Web as protective geometry. The dreamcatcher filters chaos—allowing meaning through, catching noise. Gold arcs create the sacred structure. The void at center is not empty—it is the site where the threshold operates."
30023,The Infinite Plane II,2019-2020,56cm × 76cm,Ink and metallic paint on Saunders Waterford 300gsm hot press cotton rag paper,"Black, Copper, Symmetrical expansion",calm meditative grounded,Alignment,PH2,Alignment – Circular Paradigm,2019-2020,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/alignment/the_infinite_plane_2_peteryuill(1).jpg,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/alignment/the_infinite_plane_2_peteryuill(1).jpg,0,4,"Four interconnected torus forms on a copper backdrop. Simpler than the Limitless Path series—more symmetrical, more stable. The plane extends horizontally without hierarchy or destination.","The plane as ground of being. Copper stabilizes and equalizes. No single torus dominates—each is equal node in an infinite network. This is non-hierarchical cosmology: consciousness distributed across the field, not centralized."
30022,The Infinite Plane I,2019-2020,56cm × 76cm,Ink and metallic paint on Saunders Waterford 300gsm hot press cotton rag paper,"Black, Gold, Symmetrical expansion",calm meditative grounded,Alignment,PH2,Alignment – Circular Paradigm,2019-2020,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/alignment/the_infinite_plane_1_peteryuill(1).jpg,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/alignment/the_infinite_plane_1_peteryuill(1).jpg,0,3,Four interconnected torus forms on a gold backdrop. The plane extends horizontally without hierarchy or destination—each node equal in the infinite network.,"The plane as ground of being. Gold elevates and equalizes. No single torus dominates—each is equal node in an infinite network. This is non-hierarchical cosmology: consciousness distributed across the field, not centralized."
30021,The Limitless Path of the Intuitive Mind II,2019-2020,56cm × 76cm,Ink and metallic paint on Saunders Waterford 300gsm hot press cotton rag paper,"Black, Copper, Continuous flow",calm meditative grounded,Alignment,PH2,Alignment – Circular Paradigm,2019-2020,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/alignment/the_limitless_path_of_the_intuitive_mind_2_peteryuill(1).jpg,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/alignment/the_limitless_path_of_the_intuitive_mind_2_peteryuill(1).jpg,0,2,"Similar horizontal chain, but copper replaces gold. The path is now earthbound, embodied, rooted. Where gold elevated, copper grounds. Both paths are valid—one celestial, one terrestrial.",Grounded twin of the elevated path. Copper anchors the journey in the bodily and material. The work insists that spiritual practice is not escape from the physical—it is movement through both registers simultaneously.
30020,The Limitless Path of the Intuitive Mind I,2019-2020,56cm × 76cm,Ink and metallic paint on Saunders Waterford 300gsm hot press cotton rag paper,"Black, Gold, Continuous flow",calm meditative grounded,Alignment,PH2,Alignment – Circular Paradigm,2019-2020,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/alignment/the_limitless_path_of_the_intuitive_mind_1_peteryuill(1).jpg,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/alignment/the_limitless_path_of_the_intuitive_mind_1_peteryuill(1).jpg,0,1,"A horizontal chain of linked torus forms against a gold circular plane. The voids create an endless corridor—the path forward is infinite, and the intuitive mind navigates through knowing, not logic.","Limitless path through linked chambers. Gold illuminates the journey. The torus chain suggests continuous flow without destination—consciousness moving through mystery without demanding resolution. This is alignment as ongoing practice, not arrival."
30019,Ode to Therion,2020-08,100cm × 100cm,Ink and metallic paint on Saunders Waterford 300gsm hot press cotton rag paper,"Black, Gold, Copper, Fractured vortex",ecstatic volatile rupture,Equinox of the Gods,PH2A,Equinox of the Gods – Thelemic Rupture,2020,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/equinox/7_ode_to_therion_peteryuill.jpg,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/equinox/7_ode_to_therion_peteryuill.jpg,0,5,"Therion: The Beast. Crowley's magickal name—the unleashed will, full self-actualization, aeonic rupture. This large fractured vortex explodes outward, containment shattered. Dual gold and copper fuse celestial and terrestrial into volatile unity. This is the climax: all containment breaks, the new self becomes undeniable.","Explosive release and full activation. Therion represents the Horus aeon fully unleashed—will activated, containment shattered, transformation irreversible. The vortex fractures outward, scattering shards of both metals. This is not peace. This is dangerous becoming."
30018,Ode to Hoor-pa-kraat,2020-08,56×76cm vertical,Ink and metallic paint on Saunders Waterford 300gsm hot press cotton rag paper,"Black, Copper, Extremely dense knot",silent restrained power,Equinox of the Gods,PH2A,Equinox of the Gods – Thelemic Rupture,2020,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/equinox/6_ode_to_hoor_pa_kraat_peteryuill(2).jpg,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/equinox/6_ode_to_hoor_pa_kraat_peteryuill(2).jpg,0,4,"Hoor-pa-kraat (Harpocrates): the silent child-god. Self-possession, patience, inner knowing. This extremely dense knot holds immense pressure in perfect containment. Silent power, compressed energy, disciplined restraint—the moment before action.","Silent containment of knowing. Hoor-pa-kraat is the silent aspect of Horus: self-knowledge held in reserve, perfectly balanced. The knot contains maximum pressure without release. This is knowing held in patience."
30017,Ode to Hadit,2020-08,56×76cm vertical,Ink and metallic paint on Saunders Waterford 300gsm hot press cotton rag paper,"Black, Gold, Open vortex with central void",intense coiled potential,Equinox of the Gods,PH2A,Equinox of the Gods – Thelemic Rupture,2020,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/equinox/3_ode_to_hadit_peteryuill(2).jpg,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/equinox/3_ode_to_hadit_peteryuill(2).jpg,0,3,"Hadit: the infinitely small point of pure will. The concentrated self, the inner flame. This open vortex spirals toward a central white void—inward-pulling energy, the distillation of the new self. The essential point from which all will emanates.","Distillation to essential will. Hadit is the core of the Horus aeon—the individuated self, concentrated and focused. The vortex pulls inward toward the void. This is the knowing distilled to a single point."
30016,Ode to Isis,2020-08,76cm x 56cm,Ink and metallic paint on Saunders Waterford 300gsm hot press cotton rag paper,"Black, Gold, Dense knot",reverent contained grief,Equinox of the Gods,PH2A,Equinox of the Gods – Thelemic Rupture,2020,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/equinox/2_ode_to_isis_peteryuill(2).jpg,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/equinox/2_ode_to_isis_peteryuill(2).jpg,0,2,"Isis: ancient mother goddess. Magic, wisdom, fertility. The pre-historical matriarchal aeon—instinct, nature, the body. This dense symmetrical knot honors the origin, the feminine-instinctual foundation. Gold illuminates the celestial and sacred.","Acknowledgment of origin. Isis represents the ancient feminine-mystical foundation, the instinctual and cyclical. The knot is complete, contained, reverent. This is the ancestral ground from which transformation departs."
30015,Ode to Osiris,2020-08,56cm × 76cm,Ink and metallic paint on Saunders Waterford 300gsm hot press cotton rag paper,"Black, Copper, Dense knot",reverent resignation,Equinox of the Gods,PH2A,Equinox of the Gods – Thelemic Rupture,2020,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/equinox/1_ode_to_osiris_peteryuill(1).jpg,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/equinox/1_ode_to_osiris_peteryuill(1).jpg,0,1,"Osiris: the dying-and-resurrecting god. Sacrifice, judgment, external law. This dense symmetrical knot represents the old aeon—the sacrificial and authoritarian structure that must be transcended. Copper grounds it in the earthly and material.","Acknowledgment of the old order. Osiris embodies the Age of external authority, where meaning comes through sacrifice and submission. The knot is closed, complete, memorial. This is what must be left behind."
270001,Carbon Mural,2021-10,600cm x 180cm,"High-flow acrylic / spray on sealed panel, backlit diffusion mount",,Spatial dominance / harmonic containment,,NE,"New Era: Big Bang, Thr3e, Covenant",2025-present,https://files.manuscdn.com/user_upload_by_module/session_file/310519663243139088/AvlpgpAwaFZzvMwy.jpg,,0,1,"They gave me a dead wall above a bar. I gave them an event horizon. The circles chain past the frame—there is no edge, only implication. The backlight turns every line into a shadow of something that isn't there. I painted at 3am when the venue was empty. The spray can hiss echoed off concrete. When I finished, I stood at the bar and watched the geometry breathe in the UV wash. It looked like a signal. Like something waiting to be received.","A territorial act disguised as decoration. The Carbon Mural represents Peter Draw at maximum visual armor—binary contrast, surgical edge control, ballistic execution. There is no tonal softness, no somatic bleed, no vulnerability. The work commands. The backlit mounting transforms the mural into a luminous spine running the length of the room. Black circles on white glow read as absence made visible—geometry that exists only because light reveals where it isn't. The moiré interference at overlap points suggests harmonic resonance, standing waves frozen mid-vibration. This is PH3 at its peak: the contained geometries of earlier phases breaking their frames, attempting to terraform architecture rather than occupy it."
60006,Gravity Well,2022,35cm × 70cm,Ink and metallic paint on Saunders Waterford 300gsm hot press cotton rag paper,"Black, Moiré distortion",heavy pull,Echoes,PH3,Echoes,2022,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/echoes/Gravitywell.jpg,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/echoes/Gravitywell.jpg,0,6,A massive single sphere with intense optical pull. Physics as spiritual metaphor: gravity bends light and time. The viewer is pulled into the event horizon.,Event horizon. The work demonstrates physics-as-spirituality. It's not a picture of a planet; it's a diagram of attraction. The visual weight is palpable.
60001,Echoes,2022,200cm × 200cm (monumental),Acrylic paint on linen,"Black, Gold, Cosmic saturation",cosmic monumental,Echoes,PH3,Echoes,2022,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/echoes/Echoes(2x2m).jpg,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/echoes/Echoes(2x2m).jpg,0,1,The monumental centerpiece of the phase. 2x2 meters. Four-directional symmetry mapping a cosmic broadcast. This is the echo chamber where the signal is received.,"The altarpiece of conduit consciousness. Massive scale requires full-body engagement. The geometry radiates outward from a central receiver—this is the artist as antenna, capturing the cosmic signal and amplifying it."
60002,VALIS,2022,76cm × 56cm,Ink and metallic paint on Saunders Waterford 300gsm hot press cotton rag paper,"Black, Moiré interference",sci-fi gnosis,Echoes,PH3,Echoes,2022,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/echoes/Valis.jpg,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/echoes/Valis.jpg,0,2,Named for Philip K. Dick's Vast Active Living Intelligence System. A vertical stack of spheres acting as a transmission beam. Gnostic sci-fi meets sacred geometry.,Beam transmission. The title confirms the gnostic intent: information beamed from a vast intelligence into the conduit. The geometry is a receiver for 'pink light' information.
60003,Electric Dreams,2022,76cm × 56cm,Ink and metallic paint on Saunders Waterford 300gsm hot press cotton rag paper,"Black, Moiré interference",sci-fi gnosis,Echoes,PH3,Echoes,2022,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/echoes/Electricdream.jpg,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/echoes/Electricdream.jpg,0,3,Reference to Philip K. Dick. Vertical spheres with distinct 'Saturn ring' distortions. The boundary between artificial and organic intelligence blurs in the moiré field.,"Simulation theory in ink. The 'electric dream' suggests the universe as simulation or hologram. The moiré patterns create a digital-analog interference, visualizing the glitch in reality."
60004,A Momentary Lapse of Reason,2022,76cm x 56cm,Ink and metallic paint on Saunders Waterford 300gsm hot press cotton rag paper,"Black, Moiré interference",surrendered,Echoes,PH3,Echoes,2022,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/echoes/AMomentarilyLapseofReason.jpg,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/echoes/AMomentarilyLapseofReason.jpg,0,4,"Pink Floyd reference. A vertical alignment where logic suspends. This marks the shift to conduit consciousness—reason lapses, and something else takes over.","The breakdown of the rational mind. The title celebrates the 'lapse'—the moment the ego steps aside and the signal comes through. Geometry not as logic, but as trance."
60005,Labyrinth of Coral Caves (1),2022,76cm × 56cm,Ink and metallic paint on Saunders Waterford 300gsm hot press cotton rag paper,"Black, Moiré interference",deep interiority,Echoes,PH3,Echoes,2022,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/echoes/LabyrinthofCoralCaves.jpg,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/echoes/LabyrinthofCoralCaves.jpg,0,5,"Complex, multi-sphere arrangement creating a visual labyrinth. Dense moiré patterns pull the eye into deep interiority. A map of the subconscious structures.","Navigational hazard. The labyrinth is not for getting lost, but for finding the center. Visual density creates a 'cave' effect—psychic depth rendered in surface tension."
60007,Amnesia,2022,76cm × 56cm,Ink and metallic paint on Saunders Waterford 300gsm hot press cotton rag paper,"Black, Moiré interference",erased,Echoes,PH3,Echoes,2022,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/echoes/Amnesia.jpg,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/echoes/Amnesia.jpg,0,7,"Vertical structure, stripped back. Amnesia is the precondition for channeling—you must forget who you are to become the conduit.","The blessing of forgetting. To receive the signal, the vessel must be empty. Amnesia is the clearing of the buffer. The work feels lighter, 'blanker' than the dense transmissions."
60008,Persistence of Time (1),2022,21cm × 30cm,Ink and metallic paint on Saunders Waterford 300gsm hot press cotton rag paper,"Black, Moiré interference",cryptic,Echoes,PH3,Echoes,2022,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/echoes/17.1.jpg,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/echoes/17.1.jpg,0,8,Numbered work from the Echoes series. A specific frequency or coordinate in the cosmic map. Vertical alignment.,"Coordinate data. The number suggests a sequence or frequency. This is raw data from the transmission, un-titled, just logged."
60009,Section 9,2022,30cm × 40cm,Ink and metallic paint on Saunders Waterford 300gsm hot press cotton rag paper,"Black, Moiré interference",cryptic,Echoes,PH3,Echoes,2022,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/echoes/9.1.jpg,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/echoes/9.1.jpg,0,9,Numbered work. Dense moiré patterns creating a chaotic interference field. The signal is noisy here.,Signal noise. The density of the moiré suggests high-frequency interference. The channel is open but the data is overwhelming.
60010,Labyrinth of Coral Caves (2),2022,76cm × 56cm,Ink and metallic paint on Saunders Waterford 300gsm hot press cotton rag paper,"Black, Moiré interference",cryptic,Echoes,PH3,Echoes,2022,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/echoes/13(1).jpg,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/echoes/13(1).jpg,0,10,Numbered work. Vertical alignment. Simpler frequency.,"Carrier wave. A stable, vertical transmission. The signal is clear."
60011,Genesis,2022,76cm x 56cm,Ink and metallic paint on Saunders Waterford 300gsm hot press cotton rag paper,"Black, Moiré interference",originary,Echoes,PH3,Echoes,2022,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/echoes/Genesis.jpg,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/echoes/Genesis.jpg,0,11,The beginning. A ring of spheres surrounding a central dense core. The moment of cosmic creation rendered in ink.,"Origin point. The title suggests cosmogony—the birth of a universe. The ring formation is protective, incubating the dense center."
60018,Persistence of Time (4),2022,30cm × 21cm,Ink and metallic paint on Saunders Waterford 300gsm hot press cotton rag paper,"Black, Moiré interference",cryptic,Echoes,PH3,Echoes,2022,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/echoes/20.1.jpg,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/echoes/20.1.jpg,0,18,Numbered work. Complex vertical arrangement with multiple satellite spheres.,Complex frequency. Multiple signals overlapping. The data is dense but structured.
60017,Persistence of Time (3),2022,21cm × 30cm,Ink and metallic paint on Saunders Waterford 300gsm hot press cotton rag paper,"Black, Moiré interference",cryptic,Echoes,PH3,Echoes,2022,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/echoes/19.1.jpg,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/echoes/19.1.jpg,0,17,"Numbered work. Vertical alignment with three spheres. Simple, clear transmission.",Clear channel. The simplicity suggests a stable frequency. The signal is coming through clean.
60016,Persistence of Time (2),2022,21cm x 30cm,Ink and metallic paint on Saunders Waterford 300gsm hot press cotton rag paper,"Black, Moiré interference",cryptic,Echoes,PH3,Echoes,2022,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/echoes/18.1(1).jpg,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/echoes/18.1(1).jpg,0,16,Numbered work. Vertical stack with satellite spheres. Part of the coordinate series.,Another frequency logged. The numbered series suggests systematic mapping of the cosmic signal.
60015,A Delicate Sound of Thunder,2022,100cm × 70cm,Ink and metallic paint on Saunders Waterford 300gsm hot press cotton rag paper,"Black, Moiré interference",atmospheric,Echoes,PH3,Echoes,2022,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/echoes/DelicateSoundofThunder.jpg,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/echoes/DelicateSoundofThunder.jpg,0,15,Pink Floyd reference. Horizontal composition with central mass and radiating satellite spheres. The sound of distant cosmic events.,Distant thunder. The title suggests something massive happening far away—felt rather than heard. The horizontal format creates a landscape of cosmic weather.
